name,salary,years_experience
Krystel Heidenreich,57487.7879892,1
Mohammad Cole,70548.108321,5
Velva Mante,59762.5410534,3
Yadira Little,90823.6074736,7
Linnea Kertzmann,46678.4272628,6
Effie Christiansen,47635.8100136,1
Jarvis Koss,53989.1159131,3
Wilburn Tromp,70467.856221,2
Jaiden Heathcote,72398.3805149,5
Helena Weimann,46969.8272009,2
Aisha Metz,26647.3181905,1
Brenden Kertzmann,17929.164913,3
Gennaro Stiedemann,81421.0985436,1
Elaina Armstrong,49460.1637857,0
Elta Doyle,34298.0857947,2
Nya Kemmer,55346.4723254,1
Darron Shanahan,35504.7688019,1
Sincere Parker,57649.8756698,2
Velma Dach,68514.7569849,1
Frankie King,54067.150246,1
Kristy Jacobs,27702.177895,4
Ronny Olson,7869.50804057,4
Royce Daugherty,26507.7770404,1
Alicia Cummerata,43058.6855738,2
Hassan Hilll,63770.7921575,3
Jody Kovacek,60188.5634226,3
Gustave Sipes,59724.23444,2
Rhiannon Hackett,38442.8778839,1
Grayce Rohan,39319.1776128,3
Amanda Moen,61953.6502805,5
Gabrielle Christiansen,50576.0617769,1
Cindy Raynor,66218.4345911,0
Liana Simonis,44276.2011724,1
Gussie Hodkiewicz,55433.7833466,2
Twila Quitzon,63940.1802381,2
Donnell Hammes,53660.267975,2
Virgil Kemmer,62290.4312181,7
Nyah Harris,49017.8678748,2
Darryl Murphy,75496.5219896,4
Cristal Howe,53275.7947416,8
Rachelle Hilll,46801.3114083,1
Shakira Rippin,47798.3458007,2
Kirsten Ritchie,59568.5282987,3
Casimir VonRueden,47263.6802818,3
Russel Leffler,64169.635308,5
Jordon King,50296.4905651,4
Cesar Wilkinson,42570.0821857,3
Vance Pfannerstill,43873.6734821,4
Shanna Bradtke,73702.8218518,1
Ana Ruecker,43542.9900235,3
Solon Lueilwitz,91114.1130925,2
Ward Cartwright,56750.1323874,3
Tomas Emmerich,96216.7775326,0
Brisa Boyle,22231.3832932,1
Destini Deckow,49273.9589354,3
Logan Gerlach,65114.1099983,1
Maxime Douglas,30254.1002912,4
Delores Pouros,94402.7417358,3
Dewitt Jenkins,7078.35083731,2
Connor Rau,68364.2516006,4
Mabelle Ritchie,58010.3833745,0
Lonzo Ortiz,44906.4315726,4
Trace Pacocha,55183.8497344,3
Leonora Wuckert,72728.0128874,3
Cole Labadie,65187.9627696,1
Felicity Renner,87679.2190393,2
Vena Ondricka,54222.3315512,3
Quinn Hegmann,81213.5646967,5
Willie Mills,66965.3833748,4
Lavon Weimann,30607.6424335,5
Krista Kuvalis,46652.9070208,2
Clemmie Ratke,74329.2415526,5
Trent Adams,73772.7653735,1
Winston Mitchell,48396.8230301,3
Leora Smith,57433.1907985,3
Andy Mitchell,39769.9828067,3
Vada Murazik,57006.8431945,3
Laura Jewess,61419.2103511,2
Jo Greenfelder,50541.7417844,7
Eloisa Bernier,50689.5775952,1
Benton Mills,49087.3662267,1
Hilario Klocko,59853.0545152,3
Gay Wehner,70240.6924826,3
Rhett Padberg,23607.6281412,2
Heath Johns,65995.007464,5
Romaine Tromp,66626.1553067,2
Idell Ernser,69437.6976602,2
Cloyd Torphy,39345.0557642,1
Maryjane D'Amore,69624.7347897,1
Freddy Hickle,19281.2852644,1
Chelsey Purdy,62706.6309709,1
Steve Wisoky,55738.6691639,4
Ernestina Smith,32480.8644991,1
Jalen Beahan,63361.6423752,4
Unique Schuster,45147.3318257,3
Kirstin Dooley,84896.73972,0
Adrien Kunze,58602.344179,2
Jermaine Senger,57588.221355,3
Hubert Mohr,50549.7808084,1
Floy Larson,58244.5005802,5
Elisabeth Powlowski,78152.5366494,2
Kendra Gerhold,82308.3233177,3
Michael Ebert,54421.2170051,2
Boris Kshlerin,48914.6890595,1
Coty Walker,26658.5569578,3
Pansy Daniel,82282.7573247,1
Samanta Balistreri,45466.2559802,0
Garry Von,51939.10911,1
Darrell Feil,50094.525194,3
Tina Monahan,64618.3599461,5
Lorenzo Borer,60572.6797725,2
Leola Stokes,60332.5135988,3
Blaze Ortiz,44099.2205921,0
Dejah Pfannerstill,58496.8655725,6
Bradford Koch,44769.6818412,2
William Kreiger,46724.7216347,3
Lilian West,96740.614716,2
Kendrick Toy,78519.5514674,3
Rocky Morar,40158.4703677,1
Kyleigh Reinger,60650.8687881,4
Enoch Champlin,68224.8992946,4
Myrl Gulgowski,36987.5668403,2
Israel Monahan,51043.0164087,4
Julian Dietrich,24690.859844,2
Kelli Muller,59069.7025694,4
Karen Tillman,47746.9202976,1
Elmore Emard,61676.6126428,4
Larue Ebert,50034.3341729,2
Tate Kirlin,45220.6660853,4
Jannie Mitchell,33076.4111261,0
Neil Mann,84034.9216309,3
Julio Friesen,57490.2101478,3
Samantha Mraz,66242.9741543,4
Danial Crist,37578.7474198,5
Adalberto Howe,72602.3194057,7
Rebecca Wyman,33807.3376073,9
Kamren Will,51593.7473355,4
Jamarcus Lubowitz,60980.4093855,6
Dorcas Schulist,81746.3679982,5
Merl Abshire,82774.8291663,1
Ramiro Schneider,24929.9000629,1
Darian Mills,81690.169899,3
Devonte Keeling,68826.5577871,0
Scarlett Simonis,73157.0334244,2
Dallin Streich,50922.8742056,1
Hayley Mayert,59251.9374826,2
Sabryna Johnson,65813.3249145,3
Rebekah Stiedemann,26070.1756351,1
Jonathan Luettgen,48441.4350288,1
Imogene Gerlach,97145.5567949,3
Vern Dibbert,22584.0532743,6
Malcolm Koelpin,68765.7557329,3
Lillie Borer,89349.514207,1
Vicenta Moen,50561.748138,2
Abel Padberg,70343.1247516,3
Nat Hayes,57024.3792207,4
Chauncey Pacocha,46194.7514826,4
Maegan Romaguera,48208.2028404,2
Therese Block,64421.3861898,5
Herman Bahringer,72980.7512073,1
Sydnie Grady,47241.6241417,3
Lionel Muller,62784.4278614,3
Sofia Kozey,51360.2016544,3
Zoe Nicolas,65226.4910949,1
Donavon Bernier,60798.9239371,2
Wallace Gutkowski,41837.4468265,2
Berniece Kihn,67185.4681709,4
Ollie Lockman,57767.329801,1
Rahul Dietrich,18467.0651384,5
Benedict Ziemann,42274.4352191,4
Christy Grady,52769.9432589,3
Adolf Berge,41208.7903646,3
Rudy Blanda,29540.0875619,1
Alva Legros,56697.9688305,3
Alysson Mitchell,70211.9150296,4
Kristoffer Lindgren,66602.3478821,3
Kristopher Gerlach,99598.0362425,3
Glennie Stehr,85563.9099254,3
Omari Kutch,56931.327957,4
Wallace Jewess,52730.185628,0
Lilla Macejkovic,56557.5977255,0
Cristobal Dooley,33747.8139767,2
Kayli Streich,53051.3540904,4
Shannon Quigley,72052.7945192,3
Estell Lynch,105385.522239,1
Ole Kuhlman,80066.9834624,5
Pedro Little,71180.1484908,2
Augusta Gaylord,60860.39379,4
Dolly Krajcik,53703.9480113,1
Lorena Buckridge,38095.1831337,2
Carolanne Metz,46479.5031977,3
Melyssa Braun,27023.3581857,0
Kariane Davis,23072.5770245,1
Shaina Ondricka,39144.0840366,4
Adalberto Lang,102259.962225,3
Christ Wilkinson,72167.2328678,2
Alberta Mueller,23616.4948074,2
Destin Steuber,30736.2906228,2
Jean Murphy,12988.937401,5
Elmer Sawayn,25840.4329993,2
Sharon Gislason,52135.1020945,3
Rahul Jaskolski,58140.0025628,3
Giovanny Lueilwitz,51720.7584435,5
Davonte Leannon,54978.7394639,3
Sheldon Kris,51421.8819999,2
Alfonso Rempel,77000.8817744,3
Brenna Lind,26707.1335551,3
Hadley Stark,92811.390658,5
Arno Herzog,36029.4071587,0
Hannah Skiles,47813.9500538,1
Lexi Pouros,45507.8955172,6
Hollie Johnston,70612.1399421,2
Jovan Nolan,30633.80602,0
Marcel Pagac,83212.2557385,2
Deshaun Donnelly,65058.6179495,2
Teagan Wunsch,63165.537625,4
Jacinthe Heidenreich,71698.8147973,4
Karianne Gulgowski,81105.736678,7
Ewell Klein,58209.3145807,0
Laron Howe,45450.7637807,2
Kelton Kozey,76457.4015625,3
Tyreek Upton,49540.0204444,3
Jaclyn Torphy,38843.126798,2
Rico Gleichner,52448.3362927,3
Eloisa Wisoky,87050.2236733,5
Frederique Rolfson,47196.2669353,6
Woodrow Ryan,37927.2055419,1
Elenora Altenwerth,71056.3438845,3
Toy Brekke,83491.0274626,0
Cecil Brakus,88404.4681252,3
Alice Blanda,66805.6823027,2
Golda Eichmann,67080.9994847,2
Eve Turner,70564.8765876,3
Werner Funk,46912.4470667,6
Elena Kuvalis,80872.7707926,2
Stacey Hoeger,75391.6989065,3
Christiana Klocko,71103.1822187,4
Lottie Goyette,67089.9719758,5
Ashtyn Konopelski,45556.7023481,5
Samson Zemlak,86374.1839398,3
Torrey Johnson,57348.0632812,2
Sabrina Murray,66358.7878487,3
Makenzie Douglas,42852.3908451,4
Ozella Harris,30229.4746705,2
Ignatius Schowalter,33133.4665436,0
Ashlynn Balistreri,56514.7420341,2
Kathleen Langosh,-3572.02128381,1
Joyce Rath,54510.960676,2
Lane Zulauf,44617.1485177,4
Marshall Waelchi,59825.0209349,2
Harrison Cronin,50031.4020259,3
Delpha Howe,45420.8100319,2
Jevon Toy,72966.6988213,2
Mason Roob,47350.4385306,2
Mozelle Kuphal,62129.170402,2
Amira Hintz,54438.110554,2
Alice Botsford,19403.2031544,2
Merl Deckow,12812.2192656,2
Margot Wisoky,44250.2729215,5
Jaqueline Torp,88070.2985089,1
Emerald Heller,65224.7319653,3
Madisyn Thiel,-3124.21474954,3
Jerod Okuneva,76005.0497212,3
Myra Hahn,71450.2581729,3
Eunice Welch,80916.3242138,1
Mallie Schmitt,48455.1197942,3
Daphney Wisoky,47349.9072943,4
Ottis Terry,49679.0829241,3
Jesus Smitham,57191.2107011,7
Lillie Buckridge,48387.1357598,3
Leopold Kutch,57089.5794887,3
Gideon D'Amore,67655.7291312,0
Felipa Huel,43232.3239115,3
Newton Jewess,94599.371241,4
Kattie Watsica,45635.4128985,2
Maude Douglas,84451.4602947,3
Bernard Lockman,65580.7380916,1
Collin Barrows,67717.6870617,7
Gussie Bashirian,25866.2334736,4
Al Yundt,32004.5257412,3
Dayne Hyatt,79990.164449,6
Eldora Windler,46083.4165298,3
Casimer Powlowski,39000.1942685,2
Marge Lubowitz,18673.8530441,4
Ariane Oberbrunner,45963.8139539,3
Madelynn Langosh,53090.490384,1
Kavon Bednar,11445.6874549,3
Harmon Greenfelder,64211.0127205,6
Sylvester Konopelski,58077.3867322,6
Aiyana Feeney,90633.4123127,2
Camille West,40783.7143971,5
Antonina Kub,58522.2831309,4
Bobby Kreiger,18378.4864784,4
Madelyn Runolfsdottir,58153.648324,5
Geraldine Gleason,73114.0714906,0
Hassan Macejkovic,47660.8778059,3
Alexandre Mosciski,47155.4439409,5
Drew Boyer,85370.8776075,5
Madonna Windler,78737.3003879,3
Mossie Hilpert,59203.8154326,1
Darius Daugherty,78215.5875297,3
Clementina Keebler,52544.2845305,2
Narciso Toy,59705.8533393,0
Dominic Raynor,42601.4770076,5
Camylle Kutch,48306.5500243,3
Kadin Homenick,39288.2594928,4
Estrella Hammes,45041.0596486,1
Chaim Mosciski,70330.8425095,4
Grant Hansen,98608.522903,1
Josie Batz,57541.9005016,2
Eliza Ryan,47792.9372184,5
Lyric Terry,58037.4883849,3
Lonzo Doyle,74711.9454062,4
Sherwood Harris,79860.4688707,1
Aryanna Kub,36433.0453288,4
Dangelo Schimmel,65779.9642018,4
Francis Sporer,56790.1803656,6
London Wilkinson,63082.7261087,2
Ricky Kessler,57549.2159279,5
Alessia Yundt,64553.8020695,4
Wendell Carter,21813.7002565,4
Easter Renner,61299.5512947,5
Cassandre Stark,72135.0160994,2
Theo Smitham,104586.163845,1
Ben Parker,62799.48152,4
Maude Parker,40801.5043323,0
Brenden Spinka,47750.9032086,3
Aliya Bednar,76646.0219079,1
Destinee Dare,57079.2875952,5
Shyann Roob,68365.0737741,3
Timothy Schimmel,53321.7920251,6
Susan O'Keefe,72492.665012,3
Durward Rau,70322.7465908,5
Garry Wilderman,47948.5437859,3
Rollin Kutch,52244.1859016,4
Sincere Stanton,43660.4021209,4
Annamarie Feest,27278.9366834,1
Clemens Daniel,75941.6686794,3
Ruthie Koch,49119.0937043,4
Delbert Stanton,47078.3914513,1
Teresa Smitham,70970.9435142,2
Kayla Jerde,22608.6865922,3
Melyna Koss,58350.1087322,3
Domenic Gleason,51283.0301622,3
Francis Daniel,48867.6639205,4
Alexis Lubowitz,57369.5755645,2
Gerry Towne,45266.9802329,2
Lorna Schroeder,73502.4505542,3
Emil Glover,30142.5512535,4
Jacynthe Bruen,57945.1754373,1
Glenda Nolan,43240.8667985,1
Alisa Kuhic,34440.0596263,0
Kadin Gusikowski,45797.6162052,4
Ima Botsford,102922.895469,4
Isabell Fadel,68127.826207,3
Brianne Welch,65112.4513862,2
Esther Corwin,38082.7630573,4
Hobart Frami,40966.0496621,2
Flavio Bins,57406.8742656,6
Martina Kozey,92437.9904123,2
Loraine Langosh,68623.8387387,2
Tobin Nader,49498.9219382,4
Stefanie O'Reilly,34829.5891348,3
Bianka Corkery,54042.0546358,2
Mason Bruen,62682.7738711,7
Jaquelin Dietrich,74633.0114966,3
Janice Kihn,54748.1418613,3
Darion Adams,64683.6551216,6
Winona Swift,50922.0842615,5
Maxime Kohler,44801.179926,5
Maci Zulauf,38020.0265355,1
Jefferey Sipes,43033.9860414,1
Elian Robel,44110.944965,2
Johnson O'Keefe,77706.3586977,3
Felix Walsh,36788.5940345,3
Amiya Maggio,84172.7100792,1
Murphy Leffler,70586.7314989,4
Erling Denesik,23150.292342,2
Eugenia Runolfsson,34213.7439359,3
Rollin Graham,90908.3004288,2
Hillary Dach,78900.6623111,3
Thaddeus Abbott,83051.1638032,4
Leif Kutch,50916.7718744,1
Pat Orn,23916.3202608,1
Lily Berge,42660.1780803,0
Destini Rolfson,49825.8550156,1
Victoria Mueller,80613.9642409,3
Estefania Pagac,47058.9896028,2
Keara Hackett,47852.2748555,2
Clovis Stark,42691.633999,5
Brigitte Kihn,37024.8333247,1
Markus Swaniawski,78304.9155819,3
Dayana Armstrong,65646.9947114,3
Heather Steuber,57133.1223411,4
Dallas Mills,41406.5335243,3
Cordie Walter,62735.2914219,0
Neva Parisian,50193.3023507,3
Randall Hamill,66560.1795117,0
Dedric Zboncak,46316.8633836,7
German Smitham,68228.8953341,3
Kallie Schaden,33313.793718,1
Dewayne Greenholt,36458.1562583,1
Margaret McClure,45946.5726393,3
Harry Harvey,62154.383561,2
Gerson Raynor,60120.6219134,4
Elisa Abernathy,59520.2413604,3
Austin Lueilwitz,98135.2266654,7
Liliana Boyle,63170.3218234,3
Fiona Ferry,47772.7735996,1
Ruthie Bednar,29281.8871477,3
Reina Kilback,55290.9112808,1
Carolyne Von,48721.6174211,2
Domenic Harvey,34623.0815915,1
Shawn Greenfelder,50124.7818484,3
Hunter Bosco,56784.3044371,6
Nicola Haag,55131.0316958,2
Crawford Wolf,23517.4501951,4
Viola Torp,104997.334859,5
Daren Treutel,32580.0306184,1
Louisa Oberbrunner,33065.1782016,3
Aurelio Kuhlman,39349.1128008,2
Savanah Krajcik,105990.938669,4
Zula Stanton,66043.5693102,3
Abdullah Crist,63104.8494969,1
Bart Mertz,76732.2696562,1
Marcos Gusikowski,37466.2556782,4
Carlotta Emard,49890.3834687,3
Jensen Breitenberg,70016.8415157,3
Chyna Thompson,31230.3003299,3
Lynn Roob,78008.2671112,2
Tavares Blick,47004.4341444,3
Otho Fisher,46138.3061265,3
Chase Grady,44626.8933059,2
Violette Bechtelar,49822.1430781,5
Buddy Mosciski,63284.551808,1
Ramon Tremblay,77569.5060698,4
Carol Effertz,88202.5933113,3
Brooke Bartoletti,49509.8319564,3
Reggie Watsica,73547.6217815,2
Jimmie Quitzon,76652.8968824,6
Erwin Ward,74546.2971261,7
Brown Kirlin,84724.5984249,2
Roslyn Von,77723.3974498,2
Duncan Witting,75811.9424048,3
Armand Carroll,76160.0317236,2
Frederique McCullough,48834.1458919,2
Jayson West,51377.3534962,3
Daniella Wisoky,42368.2474323,2
Piper Tillman,48026.1822208,2
Pearlie Rowe,82234.2184241,1
Ally Haag,39467.3354664,5
Susie VonRueden,51021.9573777,6
Nathen Lockman,51087.9952361,1
Carolyne Dibbert,15013.6734738,2
Dominique Schowalter,36035.4749238,7
Maximo Hermiston,53423.674253,4
Everardo Boyer,35180.9083112,1
Maya Ratke,64095.5276958,2
Ephraim Douglas,58763.1045265,5
Tad Hane,92256.6511848,0
Sophia Labadie,69254.425095,2
Adolfo Abbott,64257.9299034,3
Eloy Marvin,75861.8698307,2
Sophia Pfannerstill,18161.3175812,2
Camden Bartell,40134.9217126,3
Barbara Cummings,35159.5794837,4
Tremayne Beer,29796.4434528,4
Jody McDermott,49474.1665568,2
Alena Rowe,49363.0058201,5
Ramiro Bernhard,17026.2440839,2
Royal Koss,57243.9645362,4
Elmira Russel,59534.2576728,1
Lea Nader,27270.4451651,4
Holly Fay,36742.8151356,4
Janie Hauck,64532.1735754,1
Amalia Bahringer,76069.6235485,4
Garrett Mante,58723.9659288,2
Mossie Williamson,25834.1033727,2
Gideon Rempel,24654.5610495,2
Rodrigo Wunsch,99768.0385132,3
Wyman Abshire,35497.2745613,4
Fay Mertz,77098.9944417,3
Maida Wolf,56585.7277157,3
Jacky Kilback,18386.3736134,6
Lorna Wilderman,38313.789224,5
Audie Stehr,55535.2677255,1
Madisen Weber,71965.0128632,4
Toni Ratke,45883.1122182,1
Margarete Lynch,82983.8360605,2
Gwen Rosenbaum,44204.6082539,3
Henry Marks,19553.8456302,2
Lesley Mertz,68955.8692747,3
Allison Terry,68208.9182039,2
Tabitha Hintz,9890.4393412,3
Juliana Prohaska,50385.1702344,3
Raven Beatty,56425.3768463,4
Kristin Batz,17461.1561518,3
Nasir Green,51068.7728694,0
Marta Rutherford,69735.1922515,3
Brycen Yost,60339.5789362,3
Maryjane Watsica,52818.6487441,4
Melany Cartwright,46215.7785928,5
Gustave Wyman,36449.4639753,5
Kristy Lang,46856.6015505,3
Lucio Schumm,-2632.50959393,1
Randal Bogan,56509.8915449,4
Jacinthe Ryan,36538.4728094,1
Alvena Braun,64189.3036616,3
Izabella Williamson,58360.2439459,4
Jarod Hauck,29577.4028507,2
Tod Walter,53198.2575667,2
Sigurd Farrell,34546.3683738,3
Ova Huel,46529.5876364,2
Danny Green,76357.5054896,4
Noel Friesen,63809.8826697,2
Jamar O'Connell,7194.88981227,0
Addison Jacobs,90856.8072919,1
Dennis Haag,44335.8731238,7
Tyler Paucek,48666.1456111,4
Jaylan Ryan,40324.5511961,1
Garland Bashirian,70464.4387545,3
Sydni Koch,78615.7765108,3
Kevon Veum,36171.5760682,2
Maximilian Aufderhar,17706.8298284,2
Riley Ritchie,37971.7645622,4
Aleen Fay,91164.6151363,3
Verla Spencer,69732.0912959,1
Fausto Funk,60618.0091597,1
Lorenza Conn,91673.2177638,4
Demetris Orn,39072.1472166,3
Christa Kirlin,71899.5150957,3
Anya Koch,76579.0225784,2
Izaiah Kessler,79211.5070406,4
Timmy McGlynn,49158.7407534,3
Adela Hyatt,51508.2744518,2
Aaliyah Cremin,58555.1069404,5
Loma Ryan,101421.130331,1
Phyllis Jerde,8481.94985041,4
Hellen Schumm,66042.1378109,4
Lera Kovacek,80752.5377133,0
Jordan Hyatt,44621.1824736,7
Stewart Koch,46114.6696424,5
Jettie Rath,50199.7928019,8
Sim Ziemann,56993.8364833,3
Nickolas Collier,69273.4960247,3
Micheal Corkery,73805.3079961,4
Frederique Satterfield,51869.4817308,5
Vince Olson,97299.1973029,3
Lavern Durgan,53776.0586895,6
Shannon Hane,69271.6720565,8
Missouri Johnson,93736.8705083,4
Kaycee Goodwin,59784.4426185,2
Jaiden Rice,44464.5892089,2
Heber Shanahan,39128.1020041,3
Maxine Greenfelder,46856.2727968,5
Federico Crona,49821.881933,2
Mittie Breitenberg,89804.6250617,1
Brice Watsica,42495.7661917,2
Modesta Hane,78138.448611,5
Nelson Bergnaum,53247.0619335,2
Kellen Hettinger,24865.94273,4
Dee Hauck,51848.7785701,1
Lavonne Rath,34709.201002,1
Brandy Mayer,83614.408191,3
Bethel Gutkowski,42331.5770605,5
Brody Wilderman,58317.0034538,3
Matilda O'Reilly,52318.8078593,3
Antonina Wyman,64110.4840433,4
Dayana Turcotte,88056.8061192,4
Pierre Wunsch,89327.2973635,2
Marge Rohan,55916.3712396,3
Rachelle Schmidt,61127.0920094,5
Christine Bauch,39188.386004,4
Georgianna Bernhard,64367.4486048,3
Rigoberto Kling,49324.508938,4
Ismael Kozey,23072.996654,1
Arlo Kirlin,50056.1204231,0
Elva Wilderman,25174.1138677,4
Jolie Tremblay,26998.007072,2
Allison Greenholt,21812.4380803,1
Rosamond Schiller,73358.0484227,1
Ebba Torphy,55410.1385923,2
Mallie Blick,71870.765996,2
Mellie Emard,36542.6641366,1
Mikayla Thompson,71367.1649274,3
Graciela Dooley,47393.7469539,3
Raquel Lehner,42803.4053992,3
Zola Mayert,59013.6481762,1
Taurean Kreiger,131387.920695,3
Jamal Glover,37051.8836546,2
Delaney Crist,20555.2009881,4
Wellington Wehner,57668.4315086,2
Jess Blanda,57304.2178859,5
Lucinda Kuhic,50851.8096733,4
Okey Reichert,31785.1670601,1
Jillian Wilderman,34707.2787017,7
Genoveva Morissette,48547.1293891,2
Alize Johns,23943.8333338,5
Marina Reynolds,64583.5076936,2
Adelle Heller,67280.3585016,2
Elena Shields,32344.335618,2
Deion Douglas,78234.1549358,2
Carlee Greenfelder,29494.6097496,3
Ewald Bins,80751.8234932,1
Winston Denesik,27872.1643005,5
Camylle Aufderhar,20883.4958765,1
Stella Jacobi,90465.0370256,3
Doug Rosenbaum,23189.963901,3
Rex Stroman,49594.3970116,3
Regan Bartoletti,86867.6662433,3
Khalil Jenkins,13637.7894753,2
Cydney Weissnat,68425.6521697,3
Jaunita Champlin,40237.0178955,3
Dejuan Wisozk,38535.3392645,2
Hilma VonRueden,117492.437477,3
Mallory McClure,49772.3988996,3
Darryl Koss,73774.5968537,1
Jillian Glover,37974.0175114,2
Tracey Brekke,88061.0319406,3
Frederik Cartwright,63646.0134005,0
Alana Bins,63413.0381337,2
Grover Bednar,38788.8020273,5
Jaylen Pouros,77150.1962678,1
Rebekah Larkin,29415.5126963,3
Aurelie Armstrong,91443.0759327,0
Jadon Kemmer,60946.7112361,2
Yolanda Anderson,67238.2856082,1
Megane Smitham,34279.7533501,2
Marcelino Glover,4888.7446799,1
Rafaela Fahey,63780.7540118,1
Madisyn Turner,71643.8153478,3
Donnell Reichert,58025.3488854,1
Dorothea Renner,76194.123634,3
Zella Thompson,35359.728298,2
Francesca Labadie,28790.7360903,3
Antonia Jones,78807.0648632,3
Lola Olson,84163.0571545,4
Peggie Pouros,6329.31696163,2
Valentine Steuber,56630.4920366,1
Geovanni Luettgen,71419.5472772,5
Allen Weber,83147.8188544,2
Heaven Adams,-217.591513211,3
Danyka Goodwin,77278.1017348,2
Gianni Hills,78758.2815913,3
Margarete West,51237.9612539,5
Euna Koss,79784.9870259,4
Ernie Willms,36235.0449376,3
Lelia Bernhard,63661.7678659,5
Claudia Schimmel,80667.5309353,2
Felicity Koss,45407.015411,3
Alvis Miller,31475.4129897,7
Fabian Bauch,68540.3120385,3
Jillian Greenfelder,30912.6311102,3
Nathaniel Parker,72878.1318413,3
Heaven Dibbert,63864.1624346,3
Adalberto Witting,60274.4590374,3
Kristofer Heller,61245.3874999,7
Thelma Pfannerstill,77412.9383444,1
Adolf Reilly,54864.1619301,3
Omer Johnson,65257.8233208,1
Sedrick Huels,86318.2249655,4
Dee VonRueden,19479.8621858,4
Blaise Boehm,61051.6306753,2
Enid Hammes,61124.8329862,4
Novella Wyman,37153.9466128,6
Cooper Mann,55049.6436121,2
Korey Balistreri,54775.853978,4
Donald Klocko,35226.2673063,4
Carolina Murphy,57846.4414863,1
Meggie Eichmann,79131.3129566,4
Clemmie Wuckert,63967.8081982,0
Lexus Waters,46356.054843,4
Murphy Lind,51465.7273571,4
Winifred Greenholt,20965.8451899,3
Robin D'Amore,46765.97089,4
Tara Brakus,55799.8846437,3
Jackson Funk,57753.7114165,3
Walter Kuhlman,53482.731869,1
Brittany Effertz,24203.9088088,1
Lenna Feest,61480.3565985,1
Keaton Lubowitz,56672.1868508,3
Armand Bayer,49094.8850265,1
Kody Medhurst,69139.8845177,3
Chester Wehner,55671.9858382,2
Stephen Parisian,56786.6195826,6
Jules Nikolaus,1857.13671622,2
Dell Waters,63173.5297681,3
Isabelle Dickinson,72999.3057309,3
Germaine Bailey,54710.9268338,5
Sierra Gaylord,44571.7362802,3
Rosa Terry,24476.0245936,3
Amir Champlin,66048.1069482,2
Angelica Flatley,62541.6939433,4
Lillie Mayert,6965.57892882,1
Stanley Bednar,65948.1446356,3
Donnie Boyer,59419.3736359,4
Joy Douglas,75645.3785324,3
Nathanael Walker,10824.9737042,2
Lilian Greenfelder,79297.0306921,5
Reymundo Pfeffer,31383.9353921,4
Tavares Carroll,65383.3226176,4
Meggie Paucek,40419.0415723,2
Alfredo Herman,67269.7937149,2
Shaun Christiansen,109823.196915,3
Darien Swaniawski,17616.9051844,2
Raven Brakus,89751.2831974,3
Vella Roberts,67881.6011298,4
Cristobal Koepp,56137.5155061,3
Baylee Rice,46414.7096364,2
Monte Cremin,43668.3630515,5
Haylee Morissette,25816.9135197,3
Lolita Stoltenberg,61082.0305024,2
Donny Wiza,75232.1880522,0
Shannon Kuhn,73930.7213223,5
Paige Hayes,54355.280482,1
Ottis Price,48527.7310903,2
Lizeth Runolfsson,36729.553479,0
Darryl Marks,34190.8069254,1
Dayna Blick,84092.6820914,5
Ciara Hackett,45581.882221,3
Bartholome Pfeffer,74584.2553945,3
Stanton Dach,1761.83086882,6
Branson Greenfelder,52175.5549674,6
Eden Tillman,50363.4749067,1
Althea McKenzie,25720.8990709,2
Marcella Langworth,57176.8809568,0
Shyann Champlin,95043.3038083,2
Theodora O'Kon,27032.5771463,5
Lewis Carter,64356.1455288,2
Carleton Legros,64946.38552,5
Burnice Cummerata,82084.8779554,3
Jaleel Lynch,61263.6544724,3
Else Keebler,53105.6890689,4
Lonnie Mraz,48027.5618967,0
Bettie Gusikowski,48412.6343397,2
Gabrielle Cole,50879.3520059,4
Curtis Bernhard,43814.9927237,3
Eden Cartwright,91673.167738,4
Raquel Mills,91412.4518164,3
Perry Zulauf,50339.6004379,3
Ashton Orn,26073.6197708,3
Joany Tillman,20756.1180762,1
Hilma Pacocha,58711.2339425,1
Alene Stehr,72596.7001451,2
Raymundo Shields,88015.0352995,3
Roscoe Becker,89848.4287097,4
Sandra Nolan,55781.0794969,4
Gilberto Larson,67054.6816615,1
Shaniya Vandervort,55384.1255337,1
Lavonne Cartwright,27789.2140318,6
Adolfo Wunsch,56413.465857,2
Elwin Reinger,54924.0178073,0
Kali Jones,66902.3246966,1
Alexzander Stark,60210.4787735,4
Margarette Lowe,39251.4924013,4
Caitlyn Rutherford,32941.2605297,1
David Funk,30866.7106178,3
Rosalee Dooley,50688.0371264,0
Jalyn Paucek,65645.6609955,1
Therese Zulauf,66397.2121946,4
Kyle McClure,54214.422089,7
Rosalyn Hickle,45627.9727519,7
Genesis Jacobs,76156.3449016,3
Luisa Kuphal,80025.3418308,4
Mekhi Schimmel,67262.0119731,6
Jamel Bauch,85065.4814098,3
Adaline O'Hara,86430.7514181,5
Alexys Hermiston,38701.7370034,1
Mark Corkery,54528.6014528,0
Freeda Deckow,72789.8459943,4
Sienna Jenkins,66084.1758254,3
Mac Marquardt,79786.5310678,1
Erin Emmerich,71339.7646322,5
Arielle McClure,53089.6130677,1
Karen Conn,53145.8075702,6
Opal Windler,51790.1857935,1
Arlo Farrell,42699.3517108,5
Ivy West,57025.253326,4
Bert Kirlin,71360.7692002,1
Nelson Ortiz,55177.0391233,2
